#MJD	band	Flux	Flux_err	FilterSet	Source
56546.41	sdss_g'	4.486655034329461e-16	9.411043354299434e-18	SUDO_PTS	SUDO_PTS
56547.41	sdss_g'	4.4087418246336376e-16	9.316650273488904e-18	SUDO_PTS	SUDO_PTS
56548.41	sdss_g'	4.3321816202833696e-16	9.223133995621804e-18	SUDO_PTS	SUDO_PTS
56549.41	sdss_g'	4.256950925603504e-16	9.130475501368823e-18	SUDO_PTS	SUDO_PTS
56550.41	sdss_g'	4.18302665293409e-16	9.038656842949606e-18	SUDO_PTS	SUDO_PTS
56551.41	sdss_g'	4.1103861155449757e-16	8.94766108687013e-18	SUDO_PTS	SUDO_PTS
56552.41	sdss_g'	4.039007020673441e-16	8.857472259151307e-18	SUDO_PTS	SUDO_PTS
56553.41	sdss_g'	3.9688674626827384e-16	8.768075292970296e-18	SUDO_PTS	SUDO_PTS
56554.41	sdss_g'	3.8999459163394394e-16	8.679455978636083e-18	SUDO_PTS	SUDO_PTS
56555.41	sdss_g'	3.832221230207529e-16	8.591600915821407e-18	SUDO_PTS	SUDO_PTS
56556.41	sdss_g'	3.765672620157199e-16	8.504497467973503e-18	SUDO_PTS	SUDO_PTS
56557.41	sdss_g'	3.7002796629863834e-16	8.418133718827223e-18	SUDO_PTS	SUDO_PTS
56558.41	sdss_g'	3.6360222901530534e-16	8.33249843094496e-18	SUDO_PTS	SUDO_PTS
56559.41	sdss_g'	3.5728807816163454e-16	8.247581006208968e-18	SUDO_PTS	SUDO_PTS
56560.41	sdss_g'	3.510835759784652e-16	8.163371448193127e-18	SUDO_PTS	SUDO_PTS
56561.41	sdss_g'	3.449868183568806e-16	8.079860326342545e-18	SUDO_PTS	SUDO_PTS
56562.41	sdss_g'	3.3899593425385274e-16	7.997038741890899e-18	SUDO_PTS	SUDO_PTS
56563.41	sdss_g'	3.331090851180357e-16	7.914898295447183e-18	SUDO_PTS	SUDO_PTS
56564.41	sdss_g'	3.2732446432552944e-16	7.833431056185061e-18	SUDO_PTS	SUDO_PTS
56565.41	sdss_g'	3.216402966254426e-16	7.752629532569884e-18	SUDO_PTS	SUDO_PTS
56566.41	sdss_g'	3.1605483759508283e-16	7.672486644560178e-18	SUDO_PTS	SUDO_PTS
56567.41	sdss_g'	3.105663731046085e-16	7.592995697222202e-18	SUDO_PTS	SUDO_PTS
56568.41	sdss_g'	3.0517321879097703e-16	7.51415035569807e-18	SUDO_PTS	SUDO_PTS
56569.41	sdss_g'	2.9987371954102766e-16	7.435944621469686e-18	SUDO_PTS	SUDO_PTS
56570.41	sdss_g'	2.9466624898354173e-16	7.358372809862699e-18	SUDO_PTS	SUDO_PTS
56571.41	sdss_g'	2.8954920899012323e-16	7.281429528736427e-18	SUDO_PTS	SUDO_PTS
56572.41	sdss_g'	2.845210291847466e-16	7.20510965830756e-18	SUDO_PTS	SUDO_PTS
56573.41	sdss_g'	2.795801664618216e-16	7.129408332057268e-18	SUDO_PTS	SUDO_PTS
56574.41	sdss_g'	2.7472510451262756e-16	7.054320918673148e-18	SUDO_PTS	SUDO_PTS
56575.41	sdss_g'	2.6995435335997113e-16	6.97984300497913e-18	SUDO_PTS	SUDO_PTS
56576.41	sdss_g'	2.652664489009249e-16	6.905970379808254e-18	SUDO_PTS	SUDO_PTS
56577.41	sdss_g'	2.6065995245750647e-16	6.832699018774926e-18	SUDO_PTS	SUDO_PTS
56578.41	sdss_g'	2.5613345033516087e-16	6.7600250699048494e-18	SUDO_PTS	SUDO_PTS
56579.41	sdss_g'	2.516855533889093e-16	6.687944840082545e-18	SUDO_PTS	SUDO_PTS
56580.41	sdss_g'	2.4731489659703276e-16	6.616454782277865e-18	SUDO_PTS	SUDO_PTS
56581.41	sdss_g'	2.4302013864215806e-16	6.5455514835144925e-18	SUDO_PTS	SUDO_PTS
56582.41	sdss_g'	2.3879996149961907e-16	6.475231653544908e-18	SUDO_PTS	SUDO_PTS
56583.41	sdss_g'	2.346530700329666e-16	6.4054921141977514e-18	SUDO_PTS	SUDO_PTS
56584.41	sdss_g'	2.3057819159650146e-16	6.336329789364885e-18	SUDO_PTS	SUDO_PTS
56585.41	sdss_g'	2.265740756447105e-16	6.267741695596894e-18	SUDO_PTS	SUDO_PTS
56586.41	sdss_g'	2.226394933484851e-16	6.199724933277036e-18	SUDO_PTS	SUDO_PTS
56587.41	sdss_g'	2.1877323721800356e-16	6.132276678344902e-18	SUDO_PTS	SUDO_PTS
56588.41	sdss_g'	2.149741207321631e-16	6.065394174542383e-18	SUDO_PTS	SUDO_PTS
56589.41	sdss_g'	2.1124097797444642e-16	5.999074726155607e-18	SUDO_PTS	SUDO_PTS
56590.41	sdss_g'	2.07572663275112e-16	5.933315691227744e-18	SUDO_PTS	SUDO_PTS
56591.41	sdss_g'	2.0396805085959761e-16	5.868114475218656e-18	SUDO_PTS	SUDO_PTS
56592.41	sdss_g'	2.004260345030297e-16	5.8034685250884314e-18	SUDO_PTS	SUDO_PTS
56593.41	sdss_g'	1.9694552719073297e-16	5.73937532378289e-18	SUDO_PTS	SUDO_PTS
56594.41	sdss_g'	1.935254607846338e-16	5.675832385100068e-18	SUDO_PTS	SUDO_PTS
56595.41	sdss_g'	1.9016478569545856e-16	5.61283724891776e-18	SUDO_PTS	SUDO_PTS
56596.41	sdss_g'	1.8686247056062322e-16	5.550387476762986e-18	SUDO_PTS	SUDO_PTS
56597.41	sdss_g'	1.8361750192771715e-16	5.488480647705198e-18	SUDO_PTS	SUDO_PTS
56598.41	sdss_g'	1.8042888394348309e-16	5.427114354555848e-18	SUDO_PTS	SUDO_PTS
56599.41	sdss_g'	1.7729563804819824e-16	5.3662862003577766e-18	SUDO_PTS	SUDO_PTS
56600.41	sdss_g'	1.742168026753628e-16	5.305993795148625e-18	SUDO_PTS	SUDO_PTS
56601.41	sdss_g'	1.7119143295660309e-16	5.246234752983219e-18	SUDO_PTS	SUDO_PTS
56602.41	sdss_g'	1.6821860043169967e-16	5.187006689200613e-18	SUDO_PTS	SUDO_PTS
56603.41	sdss_g'	1.6529739276365094e-16	5.1283072179221274e-18	SUDO_PTS	SUDO_PTS
56604.41	sdss_g'	1.6242691345868434e-16	5.07013394976736e-18	SUDO_PTS	SUDO_PTS
56605.41	sdss_g'	1.596062815911301e-16	5.012484489775827e-18	SUDO_PTS	SUDO_PTS
56606.41	sdss_g'	1.5683463153307328e-16	4.95535643552245e-18	SUDO_PTS	SUDO_PTS
56607.41	sdss_g'	1.5411111268869893e-16	4.8987473754156116e-18	SUDO_PTS	SUDO_PTS
56608.41	sdss_g'	1.514348892332521e-16	4.842654887167218e-18	SUDO_PTS	SUDO_PTS
56609.41	sdss_g'	1.4880513985653022e-16	4.7870765364245434e-18	SUDO_PTS	SUDO_PTS
56610.41	sdss_g'	1.4622105751082997e-16	4.732009875554253e-18	SUDO_PTS	SUDO_PTS
56611.41	sdss_g'	1.4368184916327113e-16	4.6774524425694116e-18	SUDO_PTS	SUDO_PTS
56612.41	sdss_g'	1.4118673555242174e-16	4.623401760190787e-18	SUDO_PTS	SUDO_PTS
56613.41	sdss_g'	1.3873495094914914e-16	4.569855335034149e-18	SUDO_PTS	SUDO_PTS
56614.41	sdss_g'	1.3632574292162445e-16	4.516810656915721e-18	SUDO_PTS	SUDO_PTS
56615.41	sdss_g'	1.3395837210440747e-16	4.464265198268291e-18	SUDO_PTS	SUDO_PTS
56616.41	sdss_g'	1.316321119715418e-16	4.4122164136609265e-18	SUDO_PTS	SUDO_PTS
56617.41	sdss_g'	1.293462486135901e-16	4.360661739415529e-18	SUDO_PTS	SUDO_PTS
56618.41	sdss_g'	1.271000805185418e-16	4.309598593313894e-18	SUDO_PTS	SUDO_PTS
56619.41	sdss_g'	1.2489291835652438e-16	4.259024374389141e-18	SUDO_PTS	SUDO_PTS
56620.41	sdss_g'	1.2272408476825424e-16	4.208936462795864e-18	SUDO_PTS	SUDO_PTS
56621.41	sdss_g'	1.2059291415716091e-16	4.159332219753501e-18	SUDO_PTS	SUDO_PTS
56622.41	sdss_g'	1.1849875248512113e-16	4.1102089875577786e-18	SUDO_PTS	SUDO_PTS
56623.41	sdss_g'	1.1644095707173999e-16	4.061564089655342e-18	SUDO_PTS	SUDO_PTS
56624.41	sdss_g'	1.1441889639711792e-16	4.013394830776947e-18	SUDO_PTS	SUDO_PTS
56625.41	sdss_g'	1.1243194990804254e-16	3.9656984971248404e-18	SUDO_PTS	SUDO_PTS
56626.41	sdss_g'	1.1047950782754623e-16	3.918472356610147e-18	SUDO_PTS	SUDO_PTS
56627.41	sdss_g'	1.0856097096777064e-16	3.8717136591363884e-18	SUDO_PTS	SUDO_PTS
56628.41	sdss_g'	1.0667575054608113e-16	3.825419636925373e-18	SUDO_PTS	SUDO_PTS
56629.41	sdss_g'	1.0482326800437427e-16	3.779587504881992e-18	SUDO_PTS	SUDO_PTS
56630.41	sdss_g'	1.0300295483152371e-16	3.73421446099459e-18	SUDO_PTS	SUDO_PTS
56631.41	sdss_g'	1.012142523889083e-16	3.689297686767743e-18	SUDO_PTS	SUDO_PTS
56632.41	sdss_g'	9.94566117389711e-17	3.6448343476845595e-18	SUDO_PTS	SUDO_PTS
56633.41	sdss_g'	9.772949347675496e-17	3.600821593695653e-18	SUDO_PTS	SUDO_PTS
56634.41	sdss_g'	9.603236756436377e-17	3.557256559732184e-18	SUDO_PTS	SUDO_PTS
56635.41	sdss_g'	9.436471316829836e-17	3.5141363662404795e-18	SUDO_PTS	SUDO_PTS
56636.41	sdss_g'	9.272601849961708e-17	3.47145811973589e-18	SUDO_PTS	SUDO_PTS
56637.41	sdss_g'	9.111578065687215e-17	3.4292189133736954e-18	SUDO_PTS	SUDO_PTS
56638.41	sdss_g'	8.95335054717735e-17	3.387415827534972e-18	SUDO_PTS	SUDO_PTS
56639.41	sdss_g'	8.797870735753273e-17	3.346045930425477e-18	SUDO_PTS	SUDO_PTS
56640.41	sdss_g'	8.64509091598406e-17	3.305106278685717e-18	SUDO_PTS	SUDO_PTS
56641.41	sdss_g'	8.494964201043246e-17	3.264593918010484e-18	SUDO_PTS	SUDO_PTS
56642.41	sdss_g'	8.347444518319678e-17	3.2245058837762444e-18	SUDO_PTS	SUDO_PTS
56643.41	sdss_g'	8.20248659527818e-17	3.1848392016748346e-18	SUDO_PTS	SUDO_PTS
56644.41	sdss_g'	8.060045945565829e-17	3.1455908883520964e-18	SUDO_PTS	SUDO_PTS
56645.41	sdss_g'	7.920078855359464e-17	3.106757952050079e-18	SUDO_PTS	SUDO_PTS
56646.41	sdss_g'	7.782542369950285e-17	3.068337393251583e-18	SUDO_PTS	SUDO_PTS
56647.41	sdss_g'	7.64739428056142e-17	3.0303262053258696e-18	SUDO_PTS	SUDO_PTS
56648.41	sdss_g'	7.514593111394409e-17	2.992721375174472e-18	SUDO_PTS	SUDO_PTS
56649.41	sdss_g'	7.384098106900631e-17	2.955519883876066e-18	SUDO_PTS	SUDO_PTS
56650.41	sdss_g'	7.25586921927378e-17	2.9187187073294877e-18	SUDO_PTS	SUDO_PTS
56651.41	sdss_g'	7.129867096159534e-17	2.882314816894002e-18	SUDO_PTS	SUDO_PTS
56652.41	sdss_g'	7.00605306857864e-17	2.846305180026007e-18	SUDO_PTS	SUDO_PTS
56653.41	sdss_g'	6.884389139059746e-17	2.8106867609114346e-18	SUDO_PTS	SUDO_PTS
56654.41	sdss_g'	6.764837969978309e-17	2.7754565210931372e-18	SUDO_PTS	SUDO_PTS
56655.41	sdss_g'	6.647362872097967e-17	2.7406114200926e-18	SUDO_PTS	SUDO_PTS
56656.41	sdss_g'	6.53192779331095e-17	2.7061484160254204e-18	SUDO_PTS	SUDO_PTS
56657.41	sdss_g'	6.418497307573982e-17	2.6720644662099672e-18	SUDO_PTS	SUDO_PTS
56658.41	sdss_g'	6.307036604036336e-17	2.638356527768743e-18	SUDO_PTS	SUDO_PTS
56659.41	sdss_g'	6.197511476356679e-17	2.6050215582219753e-18	SUDO_PTS	SUDO_PTS
56660.41	sdss_g'	6.089888312205435e-17	2.572056516073018e-18	SUDO_PTS	SUDO_PTS
56661.41	sdss_g'	5.984134082949451e-17	2.539458361385189e-18	SUDO_PTS	SUDO_PTS
56662.41	sdss_g'	5.880216333515781e-17	2.507224056349681e-18	SUDO_PTS	SUDO_PTS
56663.41	sdss_g'	5.778103172431517e-17	2.4753505658442567e-18	SUDO_PTS	SUDO_PTS
56664.41	sdss_g'	5.677763262036547e-17	2.4438348579824192e-18	SUDO_PTS	SUDO_PTS
56665.41	sdss_g'	5.579165808866314e-17	2.412673904652835e-18	SUDO_PTS	SUDO_PTS
56666.41	sdss_g'	5.482280554201545e-17	2.3818646820487657e-18	SUDO_PTS	SUDO_PTS
56667.41	sdss_g'	5.3870777647821276e-17	2.3514041711873324e-18	SUDO_PTS	SUDO_PTS
56668.41	sdss_g'	5.293528223682207e-17	2.3212893584184212e-18	SUDO_PTS	SUDO_PTS
56669.41	sdss_g'	5.2016032213437683e-17	2.291517235923105e-18	SUDO_PTS	SUDO_PTS
56670.41	sdss_g'	5.111274546765917e-17	2.262084802201449e-18	SUDO_PTS	SUDO_PTS
56671.41	sdss_g'	5.022514478847166e-17	2.2329890625495954e-18	SUDO_PTS	SUDO_PTS
56672.41	sdss_g'	4.9352957778780585e-17	2.2042270295260457e-18	SUDO_PTS	SUDO_PTS
56673.41	sdss_g'	4.8495916771815386e-17	2.1757957234070827e-18	SUDO_PTS	SUDO_PTS
56674.41	sdss_g'	4.7653758748984843e-17	2.147692172631276e-18	SUDO_PTS	SUDO_PTS
56675.41	sdss_g'	4.682622525915891e-17	2.1199134142330496e-18	SUDO_PTS	SUDO_PTS
56676.41	sdss_g'	4.6013062339352234e-17	2.0924564942652873e-18	SUDO_PTS	SUDO_PTS
56677.41	sdss_g'	4.521402043678513e-17	2.06531846821099e-18	SUDO_PTS	SUDO_PTS
56678.41	sdss_g'	4.442885433229787e-17	2.038496401383974e-18	SUDO_PTS	SUDO_PTS
56679.41	sdss_g'	4.36573230650952e-17	2.011987369318669e-18	SUDO_PTS	SUDO_PTS
56680.41	sdss_g'	4.289918985879725e-17	1.985788458149012e-18	SUDO_PTS	SUDO_PTS
56681.41	sdss_g'	4.2154222048775084e-17	1.9598967649765204e-18	SUDO_PTS	SUDO_PTS
56682.41	sdss_g'	4.142219101074782e-17	1.9343093982275876e-18	SUDO_PTS	SUDO_PTS
56683.41	sdss_g'	4.07028720906198e-17	1.9090234780000604e-18	SUDO_PTS	SUDO_PTS
56684.41	sdss_g'	3.999604453553619e-17	1.8840361363991907e-18	SUDO_PTS	SUDO_PTS
56685.41	sdss_g'	3.930149142613575e-17	1.8593445178630338e-18	SUDO_PTS	SUDO_PTS
56686.41	sdss_g'	3.8618999609980174e-17	1.8349457794773856e-18	SUDO_PTS	SUDO_PTS
56687.41	sdss_g'	3.7948359636139404e-17	1.810837091280366e-18	SUDO_PTS	SUDO_PTS
56688.41	sdss_g'	3.728936569091293e-17	1.78701563655674e-18	SUDO_PTS	SUDO_PTS
56689.41	sdss_g'	3.6641815534667293e-17	1.763478612122095e-18	SUDO_PTS	SUDO_PTS
56690.41	sdss_g'	3.6005510439770473e-17	1.7402232285969926e-18	SUDO_PTS	SUDO_PTS
56691.41	sdss_g'	3.538025512960415e-17	1.7172467106712066e-18	SUDO_PTS	SUDO_PTS
56692.41	sdss_g'	3.4765857718634824e-17	1.6945462973581766e-18	SUDO_PTS	SUDO_PTS
56693.41	sdss_g'	3.416212965352585e-17	1.6721192422398056e-18	SUDO_PTS	SUDO_PTS
56694.41	sdss_g'	3.356888565527209e-17	1.6499628137017418e-18	SUDO_PTS	SUDO_PTS
56695.41	sdss_g'	3.298594366233922e-17	1.6280742951592609e-18	SUDO_PTS	SUDO_PTS
56696.41	sdss_g'	3.2413124774790735e-17	1.6064509852739091e-18	SUDO_PTS	SUDO_PTS
56697.41	sdss_g'	3.185025319938499e-17	1.5850901981610347e-18	SUDO_PTS	SUDO_PTS
56698.41	sdss_g'	3.12971561956258e-17	1.5639892635883534e-18	SUDO_PTS	SUDO_PTS
56699.41	sdss_g'	3.075366402274982e-17	1.5431455271656974e-18	SUDO_PTS	SUDO_PTS
56700.41	sdss_g'	3.021960988763456e-17	1.5225563505260871e-18	SUDO_PTS	SUDO_PTS
56701.41	sdss_g'	2.969482989361099e-17	1.502219111498285e-18	SUDO_PTS	SUDO_PTS
56702.41	sdss_g'	2.9179162990165056e-17	1.4821312042709659e-18	SUDO_PTS	SUDO_PTS
56703.41	sdss_g'	2.867245092351269e-17	1.4622900395486729e-18	SUDO_PTS	SUDO_PTS
56704.41	sdss_g'	2.8174538188032975e-17	1.4426930446996863e-18	SUDO_PTS	SUDO_PTS
56705.41	sdss_g'	2.7685271978544857e-17	1.42333766389598e-18	SUDO_PTS	SUDO_PTS
56706.41	sdss_g'	2.7204502143412524e-17	1.4042213582454023e-18	SUDO_PTS	SUDO_PTS
56707.41	sdss_g'	2.6732081138465144e-17	1.3853416059162394e-18	SUDO_PTS	SUDO_PTS
56708.41	sdss_g'	2.6267863981716824e-17	1.3666959022543099e-18	SUDO_PTS	SUDO_PTS
56709.41	sdss_g'	2.5811708208872854e-17	1.3482817598927441e-18	SUDO_PTS	SUDO_PTS
56710.41	sdss_g'	2.5363473829608648e-17	1.330096708854598e-18	SUDO_PTS	SUDO_PTS
56711.41	sdss_g'	2.492302328460787e-17	1.3121382966484524e-18	SUDO_PTS	SUDO_PTS
56712.41	sdss_g'	2.449022140334674e-17	1.2944040883571534e-18	SUDO_PTS	SUDO_PTS
56713.41	sdss_g'	2.406493536261122e-17	1.2768916667198263e-18	SUDO_PTS	SUDO_PTS
56714.41	sdss_g'	2.364703464573479e-17	1.2595986322073353e-18	SUDO_PTS	SUDO_PTS
56715.41	sdss_g'	2.3236391002543963e-17	1.2425226030913169e-18	SUDO_PTS	SUDO_PTS
56716.41	sdss_g'	2.2832878409999417e-17	1.2256612155069431e-18	SUDO_PTS	SUDO_PTS
56717.41	sdss_g'	2.2436373033520575e-17	1.2090121235095574e-18	SUDO_PTS	SUDO_PTS
56718.41	sdss_g'	2.204675318898184e-17	1.1925729991253254e-18	SUDO_PTS	SUDO_PTS
56719.41	sdss_g'	2.1663899305368765e-17	1.176341532396047e-18	SUDO_PTS	SUDO_PTS
56720.41	sdss_g'	2.128769388808274e-17	1.160315431418268e-18	SUDO_PTS	SUDO_PTS
56721.41	sdss_g'	2.091802148288287e-17	1.1444924223768313e-18	SUDO_PTS	SUDO_PTS
56722.41	sdss_g'	2.0554768640454094e-17	1.1288702495730099e-18	SUDO_PTS	SUDO_PTS
56723.41	sdss_g'	2.0197823881590492e-17	1.1134466754473494e-18	SUDO_PTS	SUDO_PTS
56724.41	sdss_g'	1.9847077662983375e-17	1.098219480597373e-18	SUDO_PTS	SUDO_PTS
56517.99	Bessell_R	7.247989900440384e-16	1.1904938676511306e-17	SUDO_PTS	SUDO_PTS
56518.99	Bessell_R	7.125115634596803e-16	1.1805020466038225e-17	SUDO_PTS	SUDO_PTS
56519.99	Bessell_R	7.00432444080685e-16	1.170678437126315e-17	SUDO_PTS	SUDO_PTS
56520.99	Bessell_R	6.88558100501066e-16	1.1610129331957028e-17	SUDO_PTS	SUDO_PTS
56521.99	Bessell_R	6.768850611823194e-16	1.1514960004395709e-17	SUDO_PTS	SUDO_PTS
56522.99	Bessell_R	6.654099134385e-16	1.1421186532832608e-17	SUDO_PTS	SUDO_PTS
56523.99	Bessell_R	6.541293024385001e-16	1.1328724323693509e-17	SUDO_PTS	SUDO_PTS
56524.99	Bessell_R	6.43039930225244e-16	1.1237493823124622e-17	SUDO_PTS	SUDO_PTS
56525.99	Bessell_R	6.321385547515096e-16	1.1147420298448336e-17	SUDO_PTS	SUDO_PTS
56526.99	Bessell_R	6.21421988932096e-16	1.1058433624008582e-17	SUDO_PTS	SUDO_PTS
56527.99	Bessell_R	6.108870997120588e-16	1.0970468071818615e-17	SUDO_PTS	SUDO_PTS
56528.99	Bessell_R	6.005308071507415e-16	1.0883462107359582e-17	SUDO_PTS	SUDO_PTS
56529.99	Bessell_R	5.903500835213367e-16	1.0797358190817869e-17	SUDO_PTS	SUDO_PTS
56530.99	Bessell_R	5.803419524257106e-16	1.0712102583993535e-17	SUDO_PTS	SUDO_PTS
56531.99	Bessell_R	5.705034879242347e-16	1.0627645163060749e-17	SUDO_PTS	SUDO_PTS
56532.99	Bessell_R	5.608318136803682e-16	1.054393923731435e-17	SUDO_PTS	SUDO_PTS
56533.99	Bessell_R	5.513241021197448e-16	1.0460941373994072e-17	SUDO_PTS	SUDO_PTS
56534.99	Bessell_R	5.419775736035117e-16	1.037861122923949e-17	SUDO_PTS	SUDO_PTS
56535.99	Bessell_R	5.327894956156863e-16	1.0296911385194545e-17	SUDO_PTS	SUDO_PTS
56536.99	Bessell_R	5.237571819642874e-16	1.0215807193249621e-17	SUDO_PTS	SUDO_PTS
56537.99	Bessell_R	5.148779919960103e-16	1.0135266623382394e-17	SUDO_PTS	SUDO_PTS
56538.99	Bessell_R	5.061493298242152e-16	1.005526011953474e-17	SUDO_PTS	SUDO_PTS
56539.99	Bessell_R	4.975686435700039e-16	9.975760460942603e-18	SUDO_PTS	SUDO_PTS
56540.99	Bessell_R	4.891334246161619e-16	9.896742629317918e-18	SUDO_PTS	SUDO_PTS
56541.99	Bessell_R	4.808412068737483e-16	9.818183681766634e-18	SUDO_PTS	SUDO_PTS
56542.99	Bessell_R	4.726895660611192e-16	9.740062629314386e-18	SUDO_PTS	SUDO_PTS
56543.99	Bessell_R	4.646761189951744e-16	9.662360320900846e-18	SUDO_PTS	SUDO_PTS
56544.99	Bessell_R	4.567985228946187e-16	9.585059332695364e-18	SUDO_PTS	SUDO_PTS
56545.99	Bessell_R	4.490544746950347e-16	9.508143862580008e-18	SUDO_PTS	SUDO_PTS
56546.99	Bessell_R	4.4144171037556797e-16	9.43159962964106e-18	SUDO_PTS	SUDO_PTS
56547.99	Bessell_R	4.3395800429702654e-16	9.355413778506465e-18	SUDO_PTS	SUDO_PTS
56548.99	Bessell_R	4.266011685512009e-16	9.279574788364484e-18	SUDO_PTS	SUDO_PTS
56549.99	Bessell_R	4.193690523212159e-16	9.204072386497675e-18	SUDO_PTS	SUDO_PTS
56550.99	Bessell_R	4.122595412527254e-16	9.128897466166162e-18	SUDO_PTS	SUDO_PTS
56551.99	Bessell_R	4.0527055683576834e-16	9.05404200867483e-18	SUDO_PTS	SUDO_PTS
56552.99	Bessell_R	3.984000557971026e-16	8.979499009460588e-18	SUDO_PTS	SUDO_PTS
56553.99	Bessell_R	3.91646029502842e-16	8.90526240803791e-18	SUDO_PTS	SUDO_PTS
56554.99	Bessell_R	3.850065033712188e-16	8.831327021643454e-18	SUDO_PTS	SUDO_PTS
56555.99	Bessell_R	3.7847953629530327e-16	8.757688482423744e-18	SUDO_PTS	SUDO_PTS
56556.99	Bessell_R	3.720632200755086e-16	8.684343178013256e-18	SUDO_PTS	SUDO_PTS
56557.99	Bessell_R	3.6575567886171645e-16	8.611288195354083e-18	SUDO_PTS	SUDO_PTS
56558.99	Bessell_R	3.595550686048612e-16	8.53852126761236e-18	SUDO_PTS	SUDO_PTS
56559.99	Bessell_R	3.5345957651781005e-16	8.466040724050827e-18	SUDO_PTS	SUDO_PTS
56560.99	Bessell_R	3.474674205453838e-16	8.393845442721245e-18	SUDO_PTS	SUDO_PTS
56561.99	Bessell_R	3.415768488433616e-16	8.321934805844867e-18	SUDO_PTS	SUDO_PTS
56562.99	Bessell_R	3.3578613926631847e-16	8.250308657753618e-18	SUDO_PTS	SUDO_PTS
56563.99	Bessell_R	3.300935988641454e-16	8.178967265269203e-18	SUDO_PTS	SUDO_PTS
56564.99	Bessell_R	3.2449756338710465e-16	8.107911280401919e-18	SUDO_PTS	SUDO_PTS
56565.99	Bessell_R	3.1899639679927607e-16	8.037141705255387e-18	SUDO_PTS	SUDO_PTS
56566.99	Bessell_R	3.135884908002518e-16	7.966659859027974e-18	SUDO_PTS	SUDO_PTS
56567.99	Bessell_R	3.082722643549395e-16	7.896467347005989e-18	SUDO_PTS	SUDO_PTS
56568.99	Bessell_R	3.0304616323133703e-16	7.826566031448153e-18	SUDO_PTS	SUDO_PTS
56569.99	Bessell_R	2.979086595461426e-16	7.756958004264983e-18	SUDO_PTS	SUDO_PTS
56570.99	Bessell_R	2.9285825131806914e-16	7.687645561400966e-18	SUDO_PTS	SUDO_PTS
56571.99	Bessell_R	2.8789346202873025e-16	7.61863117883133e-18	SUDO_PTS	SUDO_PTS
56572.99	Bessell_R	2.830128401909712e-16	7.549917490089225e-18	SUDO_PTS	SUDO_PTS
56573.99	Bessell_R	2.78214958924517e-16	7.481507265242831e-18	SUDO_PTS	SUDO_PTS
56574.99	Bessell_R	2.7349841553881566e-16	7.413403391245693e-18	SUDO_PTS	SUDO_PTS
56575.99	Bessell_R	2.688618311229526e-16	7.345608853587036e-18	SUDO_PTS	SUDO_PTS
56576.99	Bessell_R	2.6430385014251736e-16	7.278126719172299e-18	SUDO_PTS	SUDO_PTS
56577.99	Bessell_R	2.5982314004330484e-16	7.21096012036739e-18	SUDO_PTS	SUDO_PTS
56578.99	Bessell_R	2.554183908617345e-16	7.144112240143395e-18	SUDO_PTS	SUDO_PTS
56579.99	Bessell_R	2.5108831484187447e-16	7.077586298261468e-18	SUDO_PTS	SUDO_PTS
56580.99	Bessell_R	2.4683164605895816e-16	7.011385538440592e-18	SUDO_PTS	SUDO_PTS
56581.99	Bessell_R	2.426471400492831e-16	6.945513216453708e-18	SUDO_PTS	SUDO_PTS
56582.99	Bessell_R	2.3853357344638415e-16	6.8799725891003886e-18	SUDO_PTS	SUDO_PTS
56583.99	Bessell_R	2.34489743623375e-16	6.814766904006849e-18	SUDO_PTS	SUDO_PTS
56584.99	Bessell_R	2.305144683413522e-16	6.749899390206488e-18	SUDO_PTS	SUDO_PTS
56585.99	Bessell_R	2.266065854037606e-16	6.68537324945658e-18	SUDO_PTS	SUDO_PTS
56586.99	Bessell_R	2.227649523166179e-16	6.6211916482489514e-18	SUDO_PTS	SUDO_PTS
56587.99	Bessell_R	2.1898844595449935e-16	6.5573577104746325e-18	SUDO_PTS	SUDO_PTS
56588.99	Bessell_R	2.1527596223218469e-16	6.493874510704498e-18	SUDO_PTS	SUDO_PTS
56589.99	Bessell_R	2.1162641578187259e-16	6.4307450680499755e-18	SUDO_PTS	SUDO_PTS
56590.99	Bessell_R	2.0803873963586608e-16	6.367972340569575e-18	SUDO_PTS	SUDO_PTS
56591.99	Bessell_R	2.045118849146381e-16	6.305559220188972e-18	SUDO_PTS	SUDO_PTS
56592.99	Bessell_R	2.010448205201849e-16	6.2435085281039105e-18	SUDO_PTS	SUDO_PTS
56593.99	Bessell_R	1.9763653283457827e-16	6.181823010636914e-18	SUDO_PTS	SUDO_PTS
56594.99	Bessell_R	1.9428602542362777e-16	6.120505335520222e-18	SUDO_PTS	SUDO_PTS
56595.99	Bessell_R	1.909923187455673e-16	6.059558088578931e-18	SUDO_PTS	SUDO_PTS
56596.99	Bessell_R	1.877544498646795e-16	5.9989837707896165e-18	SUDO_PTS	SUDO_PTS
56597.99	Bessell_R	1.84571472169776e-16	5.9387847956910875e-18	SUDO_PTS	SUDO_PTS
56598.99	Bessell_R	1.8144245509744922e-16	5.878963487125126e-18	SUDO_PTS	SUDO_PTS
56599.99	Bessell_R	1.7836648386001668e-16	5.819522077286324e-18	SUDO_PTS	SUDO_PTS
56600.99	Bessell_R	1.7534265917807712e-16	5.760462705061176e-18	SUDO_PTS	SUDO_PTS
56601.99	Bessell_R	1.7237009701760025e-16	5.701787414637704e-18	SUDO_PTS	SUDO_PTS
