#MJD	band	Flux	Flux_err	FilterSet	Source
56546.06	Bessell_I	3.462190199341685e-16	9.860946355293301e-18	SUDO_PTS	SUDO_PTS
56547.06	Bessell_I	3.4026917306688926e-16	9.778457418677284e-18	SUDO_PTS	SUDO_PTS
56548.06	Bessell_I	3.3442157557271157e-16	9.696354620933935e-18	SUDO_PTS	SUDO_PTS
56549.06	Bessell_I	3.286744702745966e-16	9.614629093465258e-18	SUDO_PTS	SUDO_PTS
56550.06	Bessell_I	3.230261301929633e-16	9.533273059700238e-18	SUDO_PTS	SUDO_PTS
56551.06	Bessell_I	3.1747485802673926e-16	9.452279759064576e-18	SUDO_PTS	SUDO_PTS
56552.06	Bessell_I	3.120189856433288e-16	9.371643374999668e-18	SUDO_PTS	SUDO_PTS
56553.06	Bessell_I	3.066568735773465e-16	9.291358966858246e-18	SUDO_PTS	SUDO_PTS
56554.06	Bessell_I	3.013869105379654e-16	9.211422405508078e-18	SUDO_PTS	SUDO_PTS
56555.06	Bessell_I	2.962075129247313e-16	9.131830312479308e-18	SUDO_PTS	SUDO_PTS
56556.06	Bessell_I	2.9111712435169785e-16	9.052580002495638e-18	SUDO_PTS	SUDO_PTS
56557.06	Bessell_I	2.8611421517973896e-16	8.973669429234304e-18	SUDO_PTS	SUDO_PTS
56558.06	Bessell_I	2.8119728205689985e-16	8.895097134164648e-18	SUDO_PTS	SUDO_PTS
56559.06	Bessell_I	2.7636484746664596e-16	8.816862198320075e-18	SUDO_PTS	SUDO_PTS
56560.06	Bessell_I	2.7161545928387616e-16	8.738964196863239e-18	SUDO_PTS	SUDO_PTS
56561.06	Bessell_I	2.6694769033856505e-16	8.661403156309356e-18	SUDO_PTS	SUDO_PTS
56562.06	Bessell_I	2.623601379869053e-16	8.584179514277642e-18	SUDO_PTS	SUDO_PTS
56563.06	Bessell_I	2.5785142368981926e-16	8.507294081645815e-18	SUDO_PTS	SUDO_PTS
56564.06	Bessell_I	2.534201925987138e-16	8.430748006987607e-18	SUDO_PTS	SUDO_PTS
56565.06	Bessell_I	2.4906511314835473e-16	8.354542743178196e-18	SUDO_PTS	SUDO_PTS
56566.06	Bessell_I	2.4478487665673724e-16	8.278680016057118e-18	SUDO_PTS	SUDO_PTS
56567.06	Bessell_I	2.4057819693183273e-16	8.203161795043039e-18	SUDO_PTS	SUDO_PTS
56568.06	Bessell_I	2.3644380988509364e-16	8.127990265599301e-18	SUDO_PTS	SUDO_PTS
56569.06	Bessell_I	2.323804731516008e-16	8.053167803453637e-18	SUDO_PTS	SUDO_PTS
56570.06	Bessell_I	2.283869657167384e-16	7.978696950479749e-18	SUDO_PTS	SUDO_PTS
56571.06	Bessell_I	2.244620875492838e-16	7.904580392152636e-18	SUDO_PTS	SUDO_PTS
56572.06	Bessell_I	2.2060465924080443e-16	7.830820936493732e-18	SUDO_PTS	SUDO_PTS
56573.06	Bessell_I	2.1681352165125008e-16	7.757421494425626e-18	SUDO_PTS	SUDO_PTS
56574.06	Bessell_I	2.1308753556063694e-16	7.684385061460147e-18	SUDO_PTS	SUDO_PTS
56575.06	Bessell_I	2.0942558132671652e-16	7.611714700647025e-18	SUDO_PTS	SUDO_PTS
56576.06	Bessell_I	2.0582655854852886e-16	7.539413526714066e-18	SUDO_PTS	SUDO_PTS
56577.06	Bessell_I	2.022893857357364e-16	7.467484691332902e-18	SUDO_PTS	SUDO_PTS
56578.06	Bessell_I	1.988129999836409e-16	7.395931369447763e-18	SUDO_PTS	SUDO_PTS
56579.06	Bessell_I	1.953963566537858e-16	7.324756746607858e-18	SUDO_PTS	SUDO_PTS
56580.06	Bessell_I	1.9203842906004657e-16	7.253964007246656e-18	SUDO_PTS	SUDO_PTS
56581.06	Bessell_I	1.8873820816011635e-16	7.183556323854532e-18	SUDO_PTS	SUDO_PTS
56582.06	Bessell_I	1.854947022522928e-16	7.113536846993673e-18	SUDO_PTS	SUDO_PTS
56583.06	Bessell_I	1.8230693667747676e-16	7.043908696106933e-18	SUDO_PTS	SUDO_PTS
56584.06	Bessell_I	1.791739535262912e-16	6.974674951074616e-18	SUDO_PTS	SUDO_PTS
56585.06	Bessell_I	1.7609481135123352e-16	6.905838644475697e-18	SUDO_PTS	SUDO_PTS
56586.06	Bessell_I	1.730685848837752e-16	6.837402754512132e-18	SUDO_PTS	SUDO_PTS
56587.06	Bessell_I	1.7009436475632242e-16	6.76937019855709e-18	SUDO_PTS	SUDO_PTS
56588.06	Bessell_I	1.6717125722895534e-16	6.7017438272899824e-18	SUDO_PTS	SUDO_PTS
56589.06	Bessell_I	1.6429838392086283e-16	6.6345264193830776e-18	SUDO_PTS	SUDO_PTS
56590.06	Bessell_I	1.6147488154639348e-16	6.567720676706456e-18	SUDO_PTS	SUDO_PTS
56591.06	Bessell_I	1.5869990165564173e-16	6.5013292200196504e-18	SUDO_PTS	SUDO_PTS
56592.06	Bessell_I	1.5597261037949273e-16	6.435354585120126e-18	SUDO_PTS	SUDO_PTS
56593.06	Bessell_I	1.5329218817904794e-16	6.369799219420298e-18	SUDO_PTS	SUDO_PTS
56594.06	Bessell_I	1.5065782959935782e-16	6.304665478926339e-18	SUDO_PTS	SUDO_PTS
56595.06	Bessell_I	1.4806874302738594e-16	6.239955625593367e-18	SUDO_PTS	SUDO_PTS
56596.06	Bessell_I	1.4552415045413286e-16	6.175671825033137e-18	SUDO_PTS	SUDO_PTS
56597.06	Bessell_I	1.4302328724084776e-16	6.1118161445514716e-18	SUDO_PTS	SUDO_PTS
56598.06	Bessell_I	1.4056540188925807e-16	6.048390551494071e-18	SUDO_PTS	SUDO_PTS
56599.06	Bessell_I	1.381497558157475e-16	5.985396911880403e-18	SUDO_PTS	SUDO_PTS
56600.06	Bessell_I	1.357756231294151e-16	5.922836989306496e-18	SUDO_PTS	SUDO_PTS
56601.06	Bessell_I	1.3344229041394775e-16	5.860712444098575e-18	SUDO_PTS	SUDO_PTS
56602.06	Bessell_I	1.3114905651324248e-16	5.799024832700436e-18	SUDO_PTS	SUDO_PTS
56603.06	Bessell_I	1.2889523232071172e-16	5.737775607278372e-18	SUDO_PTS	SUDO_PTS
56604.06	Bessell_I	1.2668014057220977e-16	5.676966115528436e-18	SUDO_PTS	SUDO_PTS
56605.06	Bessell_I	1.2450311564251824e-16	5.616597600671634e-18	SUDO_PTS	SUDO_PTS
56606.06	Bessell_I	1.2236350334532847e-16	5.556671201623454e-18	SUDO_PTS	SUDO_PTS
56607.06	Bessell_I	1.202606607366615e-16	5.4971879533249075e-18	SUDO_PTS	SUDO_PTS
56608.06	Bessell_I	1.1819395592166604e-16	5.438148787222985e-18	SUDO_PTS	SUDO_PTS
56609.06	Bessell_I	1.161627678647373e-16	5.379554531889154e-18	SUDO_PTS	SUDO_PTS
56610.06	Bessell_I	1.1416648620289823e-16	5.32140591376508e-18	SUDO_PTS	SUDO_PTS
56611.06	Bessell_I	1.122045110623882e-16	5.263703558025495e-18	SUDO_PTS	SUDO_PTS
56612.06	Bessell_I	1.1027625287840372e-16	5.20644798954864e-18	SUDO_PTS	SUDO_PTS
56613.06	Bessell_I	1.0838113221793678e-16	5.149639633985266e-18	SUDO_PTS	SUDO_PTS
56614.06	Bessell_I	1.0651857960565781e-16	5.093278818917768e-18	SUDO_PTS	SUDO_PTS
56615.06	Bessell_I	1.0468803535279078e-16	5.037365775101435e-18	SUDO_PTS	SUDO_PTS
56616.06	Bessell_I	1.0288894938892937e-16	4.981900637780338e-18	SUDO_PTS	SUDO_PTS
56617.06	Bessell_I	1.0112078109674325e-16	4.9268834480708065e-18	SUDO_PTS	SUDO_PTS
56618.06	Bessell_I	9.938299914952472e-17	4.872314154405819e-18	SUDO_PTS	SUDO_PTS
56619.06	Bessell_I	9.767508135152782e-17	4.818192614034143e-18	SUDO_PTS	SUDO_PTS
56620.06	Bessell_I	9.599651448105048e-17	4.7645185945682884e-18	SUDO_PTS	SUDO_PTS
56621.06	Bessell_I	9.434679413621389e-17	4.7112917755758415e-18	SUDO_PTS	SUDO_PTS
56622.06	Bessell_I	9.272542458339174e-17	4.658511750208967e-18	SUDO_PTS	SUDO_PTS
56623.06	Bessell_I	9.113191860824477e-17	4.6061780268673045e-18	SUDO_PTS	SUDO_PTS
56624.06	Bessell_I	8.956579736931486e-17	4.55429003088964e-18	SUDO_PTS	SUDO_PTS
56625.06	Bessell_I	8.802659025413526e-17	4.502847106270168e-18	SUDO_PTS	SUDO_PTS
56626.06	Bessell_I	8.651383473781376e-17	4.45184851739534e-18	SUDO_PTS	SUDO_PTS
56627.06	Bessell_I	8.502707624404594e-17	4.401293450797577e-18	SUDO_PTS	SUDO_PTS
56628.06	Bessell_I	8.356586800851711e-17	4.3511810169223695e-18	SUDO_PTS	SUDO_PTS
56629.06	Bessell_I	8.212977094465134e-17	4.301510251905497e-18	SUDO_PTS	SUDO_PTS
56630.06	Bessell_I	8.071835351166828e-17	4.252280119357379e-18	SUDO_PTS	SUDO_PTS
56631.06	Bessell_I	7.933119158490685e-17	4.203489512151663e-18	SUDO_PTS	SUDO_PTS
56632.06	Bessell_I	7.796786832837774e-17	4.15513725421546e-18	SUDO_PTS	SUDO_PTS
56633.06	Bessell_I	7.662797406950587e-17	4.107222102318751e-18	SUDO_PTS	SUDO_PTS
56634.06	Bessell_I	7.531110617602593e-17	4.0597427478607e-18	SUDO_PTS	SUDO_PTS
56635.06	Bessell_I	7.401686893499293e-17	4.0126978186507306e-18	SUDO_PTS	SUDO_PTS
56636.06	Bessell_I	7.274487343387221e-17	3.96608588068242e-18	SUDO_PTS	SUDO_PTS
56637.06	Bessell_I	7.149473744367316e-17	3.919905439898392e-18	SUDO_PTS	SUDO_PTS
56638.06	Bessell_I	7.026608530409091e-17	3.874154943944502e-18	SUDO_PTS	SUDO_PTS
56639.06	Bessell_I	6.905854781062218e-17	3.828832783911792e-18	SUDO_PTS	SUDO_PTS
56640.06	Bessell_I	6.787176210362084e-17	3.7839372960647555e-18	SUDO_PTS	SUDO_PTS
56641.06	Bessell_I	6.67053715592604e-17	3.7394667635546315e-18	SUDO_PTS	SUDO_PTS
56642.06	Bessell_I	6.555902568237007e-17	3.6954194181164685e-18	SUDO_PTS	SUDO_PTS
56643.06	Bessell_I	6.443238000111232e-17	3.651793441748894e-18	SUDO_PTS	SUDO_PTS
56644.06	Bessell_I	6.332509596347088e-17	3.608586968375577e-18	SUDO_PTS	SUDO_PTS
56645.06	Bessell_I	6.223684083551734e-17	3.5657980854874405e-18	SUDO_PTS	SUDO_PTS
56646.06	Bessell_I	6.116728760142593e-17	3.523424835764805e-18	SUDO_PTS	SUDO_PTS
56647.06	Bessell_I	6.011611486520678e-17	3.481465218678711e-18	SUDO_PTS	SUDO_PTS
56648.06	Bessell_I	5.908300675412798e-17	3.439917192070752e-18	SUDO_PTS	SUDO_PTS
56649.06	Bessell_I	5.806765282379706e-17	3.398778673710784e-18	SUDO_PTS	SUDO_PTS
56650.06	Bessell_I	5.706974796487389e-17	3.3580475428319964e-18	SUDO_PTS	SUDO_PTS
56651.06	Bessell_I	5.608899231138673e-17	3.31772164164287e-18	SUDO_PTS	SUDO_PTS
56652.06	Bessell_I	5.5125091150623794e-17	3.277798776815581e-18	SUDO_PTS	SUDO_PTS
56653.06	Bessell_I	5.417775483457341e-17	3.2382767209505143e-18	SUDO_PTS	SUDO_PTS
56654.06	Bessell_I	5.324669869288598e-17	3.1991532140165543e-18	SUDO_PTS	SUDO_PTS
56655.06	Bessell_I	5.233164294733201e-17	3.1604259647669276e-18	SUDO_PTS	SUDO_PTS
56656.06	Bessell_I	5.143231262772983e-17	3.12209265213033e-18	SUDO_PTS	SUDO_PTS
56657.06	Bessell_I	5.054843748931829e-17	3.0841509265772094e-18	SUDO_PTS	SUDO_PTS
56658.06	Bessell_I	4.9679751931549496e-17	3.0465984114610635e-18	SUDO_PTS	SUDO_PTS
56659.06	Bessell_I	4.8825994918276965e-17	3.0094327043346346e-18	SUDO_PTS	SUDO_PTS
56660.06	Bessell_I	4.798690989931547e-17	2.9726513782409757e-18	SUDO_PTS	SUDO_PTS
56661.06	Bessell_I	4.7162244733348727e-17	2.9362519829793244e-18	SUDO_PTS	SUDO_PTS
56662.06	Bessell_I	4.635175161216224e-17	2.9002320463458324e-18	SUDO_PTS	SUDO_PTS
56663.06	Bessell_I	4.5555186986177907e-17	2.864589075349138e-18	SUDO_PTS	SUDO_PTS
56664.06	Bessell_I	4.477231149126847e-17	2.829320557400867e-18	SUDO_PTS	SUDO_PTS
56665.06	Bessell_I	4.4002889876829653e-17	2.794423961481141e-18	SUDO_PTS	SUDO_PTS
56666.06	Bessell_I	4.324669093508847e-17	2.7598967392791934e-18	SUDO_PTS	SUDO_PTS
56667.06	Bessell_I	4.250348743162628e-17	2.7257363263092302e-18	SUDO_PTS	SUDO_PTS
56668.06	Bessell_I	4.177305603709577e-17	2.6919401430016627e-18	SUDO_PTS	SUDO_PTS
56669.06	Bessell_I	4.1055177260111615e-17	2.658505595769907e-18	SUDO_PTS	SUDO_PTS
56670.06	Bessell_I	4.0349635381294226e-17	2.625430078052907e-18	SUDO_PTS	SUDO_PTS
56671.06	Bessell_I	3.9656218388447054e-17	2.5927109713335887e-18	SUDO_PTS	SUDO_PTS
56672.06	Bessell_I	3.8974717912847806e-17	2.5603456461334566e-18	SUDO_PTS	SUDO_PTS
56673.06	Bessell_I	3.830492916663467e-17	2.5283314629835586e-18	SUDO_PTS	SUDO_PTS
56674.06	Bessell_I	3.764665088126843e-17	2.496665773372053e-18	SUDO_PTS	SUDO_PTS
56675.06	Bessell_I	3.69996852470521e-17	2.46534592066862e-18	SUDO_PTS	SUDO_PTS
56676.06	Bessell_I	3.636383785369008e-17	2.434369241025994e-18	SUDO_PTS	SUDO_PTS
56677.06	Bessell_I	3.573891763186876e-17	2.4037330642588647e-18	SUDO_PTS	SUDO_PTS
56678.06	Bessell_I	3.512473679584089e-17	2.373434714700412e-18	SUDO_PTS	SUDO_PTS
56679.06	Bessell_I	3.4521110786996884e-17	2.3434715120367967e-18	SUDO_PTS	SUDO_PTS
56680.06	Bessell_I	3.392785821840587e-17	2.313840772119859e-18	SUDO_PTS	SUDO_PTS
56681.06	Bessell_I	3.334480082030957e-17	2.2845398077583192e-18	SUDO_PTS	SUDO_PTS
56682.06	Bessell_I	3.277176338655305e-17	2.255565929487802e-18	SUDO_PTS	SUDO_PTS
56683.06	Bessell_I	3.2208573721936213e-17	2.2269164463199823e-18	SUDO_PTS	SUDO_PTS
56684.06	Bessell_I	3.1655062590469676e-17	2.198588666471126e-18	SUDO_PTS	SUDO_PTS
56685.06	Bessell_I	3.1111063664520315e-17	2.1705798980704e-18	SUDO_PTS	SUDO_PTS
56686.06	Bessell_I	3.0576413474830384e-17	2.142887449848193e-18	SUDO_PTS	SUDO_PTS
56687.06	Bessell_I	3.0050951361395804e-17	2.115508631804819e-18	SUDO_PTS	SUDO_PTS
56688.06	Bessell_I	2.9534519425188615e-17	2.0884407558598993e-18	SUDO_PTS	SUDO_PTS
56689.06	Bessell_I	2.90269624807089e-17	2.0616811364827223e-18	SUDO_PTS	SUDO_PTS
56690.06	Bessell_I	2.852812800935224e-17	2.0352270913039337e-18	SUDO_PTS	SUDO_PTS
56691.06	Bessell_I	2.8037866113578707e-17	2.0090759417088657e-18	SUDO_PTS	SUDO_PTS
56692.06	Bessell_I	2.7556029471869116e-17	1.983225013412804e-18	SUDO_PTS	SUDO_PTS
56693.06	Bessell_I	2.7082473294455657e-17	1.9576716370185395e-18	SUDO_PTS	SUDO_PTS
56694.06	Bessell_I	2.6617055279813298e-17	1.9324131485565204e-18	SUDO_PTS	SUDO_PTS
56695.06	Bessell_I	2.6159635571898605e-17	1.9074468900078923e-18	SUDO_PTS	SUDO_PTS
56696.06	Bessell_I	2.5710076718123852e-17	1.8827702098107955e-18	SUDO_PTS	SUDO_PTS
56697.06	Bessell_I	2.526824362805295e-17	1.858380463350178e-18	SUDO_PTS	SUDO_PTS
56698.06	Bessell_I	2.4834003532807437e-17	1.8342750134314865e-18	SUDO_PTS	SUDO_PTS
56699.06	Bessell_I	2.4407225945170087e-17	1.8104512307385224e-18	SUDO_PTS	SUDO_PTS
56700.06	Bessell_I	2.398778262037397e-17	1.786906494275764e-18	SUDO_PTS	SUDO_PTS
56701.06	Bessell_I	2.3575547517565498e-17	1.7636381917954972e-18	SUDO_PTS	SUDO_PTS
56702.06	Bessell_I	2.317039676192981e-17	1.7406437202100288e-18	SUDO_PTS	SUDO_PTS
56703.06	Bessell_I	2.2772208607466795e-17	1.7179204859892893e-18	SUDO_PTS	SUDO_PTS
56704.06	Bessell_I	2.2380863400407022e-17	1.6954659055441431e-18	SUDO_PTS	SUDO_PTS
56705.06	Bessell_I	2.199624354325639e-17	1.673277405595695e-18	SUDO_PTS	SUDO_PTS
56706.06	Bessell_I	2.1618233459458462e-17	1.6513524235308643e-18	SUDO_PTS	SUDO_PTS
56707.06	Bessell_I	2.1246719558664305e-17	1.629688407744561e-18	SUDO_PTS	SUDO_PTS
56708.06	Bessell_I	2.088159020259914e-17	1.6082828179687223e-18	SUDO_PTS	SUDO_PTS
56709.06	Bessell_I	2.0522735671515407e-17	1.58713312558849e-18	SUDO_PTS	SUDO_PTS
56710.06	Bessell_I	2.017004813122262e-17	1.5662368139458407e-18	SUDO_PTS	SUDO_PTS
56711.06	Bessell_I	1.9823421600683522e-17	1.5455913786309097e-18	SUDO_PTS	SUDO_PTS
56712.06	Bessell_I	1.9482751920167395e-17	1.525194327761319e-18	SUDO_PTS	SUDO_PTS
56713.06	Bessell_I	1.9147936719950424e-17	1.5050431822497452e-18	SUDO_PTS	SUDO_PTS
56714.06	Bessell_I	1.8818875389554065e-17	1.4851354760600236e-18	SUDO_PTS	SUDO_PTS
56715.06	Bessell_I	1.8495469047512134e-17	1.465468756452044e-18	SUDO_PTS	SUDO_PTS
56716.06	Bessell_I	1.8177620511657224e-17	1.446040584215678e-18	SUDO_PTS	SUDO_PTS
56717.06	Bessell_I	1.7865234269917986e-17	1.4268485338940309e-18	SUDO_PTS	SUDO_PTS
56718.06	Bessell_I	1.75582164516182e-17	1.4078901939962439e-18	SUDO_PTS	SUDO_PTS
56719.06	Bessell_I	1.725647479926897e-17	1.3891631672000952e-18	SUDO_PTS	SUDO_PTS
56720.06	Bessell_I	1.6959918640845793e-17	1.3706650705446625e-18	SUDO_PTS	SUDO_PTS
56721.06	Bessell_I	1.6668458862542072e-17	1.3523935356132811e-18	SUDO_PTS	SUDO_PTS
56722.06	Bessell_I	1.6382007881990732e-17	1.3343462087070153e-18	SUDO_PTS	SUDO_PTS
56723.06	Bessell_I	1.6100479621946148e-17	1.3165207510089136e-18	SUDO_PTS	SUDO_PTS
56724.06	Bessell_I	1.5823789484418344e-17	1.298914838739247e-18	SUDO_PTS	SUDO_PTS
56725.06	Bessell_I	1.5551854325251593e-17	1.2815261633019647e-18	SUDO_PTS	SUDO_PTS
56726.06	Bessell_I	1.528459242914007e-17	1.2643524314226029e-18	SUDO_PTS	SUDO_PTS
56727.06	Bessell_I	1.502192348507268e-17	1.2473913652778411e-18	SUDO_PTS	SUDO_PTS
